No,Name,Code,REM,Last Done,LACP,CHG,%CHG,Vol ('00),BUY Vol ('00),BUY,SELL,SELL Vol ('00),HIGH,LOW,stock_id
563,SAM [S],9822,,21.88,22.78,-0.900,-3.95,1054,3,21.82,21.88,2,23.0,21.88,9822
564,IVORY [S],5175,,0.135,0.13,+0.005,+3.85,1048,326,0.13,0.135,1052,0.135,0.125,5175
565,OFI [S],7107,,0.92,0.925,-0.005,-0.54,1042,247,0.92,0.93,276,0.94,0.92,7107
566,CJCEN [S],7117,,0.575,0.575,-,-,1041,887,0.575,0.58,266,0.575,0.575,7117
567,IBHD,4251,,0.29,0.295,-0.005,-1.69,1038,8982,0.29,0.295,377,0.295,0.29,4251
568,HEIM,3255,s,21.4,21.28,+0.120,+0.56,1033,25,20.8,21.4,2,21.42,20.8,3255
569,MUIIND,3891,,0.07,0.07,-,-,1020,10658,0.07,0.075,32140,0.07,0.07,3891
570,PARAMON [S],1724,s,0.72,0.71,+0.010,+1.41,1020,30,0.715,0.72,215,0.72,0.705,1724
571,WZSATU-WB [S],7245WB,,0.115,0.125,-0.010,-8.00,1010,3489,0.115,0.12,133,0.12,0.115,7245WB
572,KHEESAN,6203,,0.125,0.13,-0.005,-3.85,1003,261,0.12,0.13,500,0.125,0.12,6203
573,AMFIRST,5120,,0.385,0.385,-,-,980,1231,0.385,0.39,3190,0.39,0.385,5120
574,RHONEMA,5278,,0.71,0.72,-0.010,-1.39,980,30,0.7,0.71,30,0.71,0.705,5278
575,MAGNI [S],7087,s,2.0,1.99,+0.010,+0.50,978,343,2.0,2.01,1,2.01,1.98,7087
576,PESTECH-WA [S],5219WA,,0.35,0.355,-0.005,-1.41,977,48,0.35,0.355,286,0.355,0.35,5219WA
577,TNLOGIS [S],8397,,0.8,0.8,-,-,969,56,0.8,0.815,200,0.8,0.795,8397
578,LITRAK [S],6645,s,3.77,3.77,-,-,960,16,3.77,3.8,169,3.8,3.77,6645
579,PECCA [S],5271,s,3.39,3.38,+0.010,+0.30,956,105,3.38,3.39,18,3.39,3.36,5271
580,YENHER,5300,,0.805,0.805,-,-,943,400,0.8,0.81,200,0.81,0.8,5300
581,KIPREIT,5280,,0.84,0.84,-,-,936,1998,0.84,0.845,5,0.845,0.84,5280
582,PETDAG [S],5681,s,19.72,19.74,-0.020,-0.10,932,1,19.48,19.72,128,19.72,19.44,5681
583,SOP [S],5126,s,3.6,3.57,+0.030,+0.84,930,65,3.56,3.6,102,3.62,3.55,5126
584,ABLEGLOB [S],7167,,1.65,1.65,-,-,929,40,1.64,1.65,9,1.66,1.64,7167
585,CANONE,5105,s,3.69,3.65,+0.040,+1.10,927,2,3.65,3.69,12,3.7,3.61,5105
586,HONGSENG-WB [S],0041WB,,0.37,0.385,-0.015,-3.90,921,435,0.37,0.375,313,0.385,0.37,0041WB
587,TECHBND [S],5289,,0.41,0.405,+0.005,+1.23,919,31,0.41,0.415,290,0.415,0.41,5289
588,RSAWIT [S],5113,,0.215,0.215,-,-,911,1119,0.215,0.22,2298,0.22,0.215,5113
589,NAIM [S],5073,,0.615,0.625,-0.010,-1.60,892,540,0.615,0.625,705,0.625,0.615,5073
590,CFM [S],8044,,0.605,0.62,-0.015,-2.42,887,4,0.605,0.62,150,0.615,0.605,8044
591,TROP [S],5401,s,1.06,1.06,-,-,856,254,1.05,1.06,840,1.06,1.04,5401
592,EWEIN [S],7249,,0.26,0.26,-,-,851,333,0.26,0.265,610,0.265,0.26,7249
593,ARREIT,5127,,0.67,0.675,-0.005,-0.74,842,108,0.67,0.675,259,0.68,0.665,5127
594,GETS [S],5079,s,1.22,1.23,-0.010,-0.81,837,176,1.18,1.22,191,1.25,1.18,5079
595,PANSAR,8419,,0.63,0.615,+0.015,+2.44,830,1267,0.61,0.63,238,0.63,0.61,8419
596,MALTON [S],6181,,0.5,0.505,-0.005,-0.99,824,642,0.495,0.5,1148,0.505,0.5,6181
597,MHC [S],5026,,0.94,0.945,-0.005,-0.53,820,413,0.94,0.96,130,0.96,0.935,5026
598,PAVREIT,5212,s,1.27,1.28,-0.010,-0.78,819,2063,1.26,1.27,39,1.28,1.26,5212
599,TIMWELL [S],7854,,0.635,0.645,-0.010,-1.55,815,1,0.63,0.635,3,0.65,0.63,7854
600,UOADEV [S],5200,s,1.65,1.66,-0.010,-0.60,804,784,1.65,1.66,35,1.68,1.65,5200
601,PETRONM [S],3042,s,4.4,4.4,-,-,792,18,4.4,4.48,62,4.48,4.4,3042
602,GASMSIA [S],5209,s,2.67,2.67,-,-,791,379,2.67,2.69,30,2.7,2.67,5209
603,POHUAT,7088,,1.37,1.37,-,-,790,30,1.37,1.38,10,1.37,1.36,7088
604,ANCOM-WB [S],4758WB,,2.32,2.33,-0.010,-0.43,778,23,2.33,2.35,54,2.35,2.32,4758WB
605,HUAYANG [S],5062,,0.255,0.26,-0.005,-1.92,774,466,0.255,0.265,385,0.26,0.255,5062
606,SERNKOU-WA [S],7180WA,,0.6,0.565,+0.035,+6.19,772,52,0.58,0.6,28,0.6,0.575,7180WA
607,TEKSENG [S],7200,,0.425,0.43,-0.005,-1.16,759,441,0.425,0.43,10,0.44,0.425,7200
608,SURIA [S],6521,,1.23,1.22,+0.010,+0.82,757,50,1.21,1.22,2,1.23,1.22,6521
609,PPHB [S],8273,,0.785,0.785,-,-,753,10,0.77,0.785,294,0.79,0.765,8273
610,EFFICEN,0064,,0.21,0.21,-,-,750,675,0.21,0.215,1440,0.215,0.21,0064
611,SNTORIA,5213,,0.175,0.18,-0.005,-2.78,750,600,0.165,0.17,205,0.18,0.17,5213
612,TITIJYA [S],5239,,0.255,0.255,-,-,746,685,0.25,0.255,184,0.26,0.25,5239
613,PENSONI [S],9997,,0.58,0.6,-0.020,-3.33,740,111,0.585,0.615,200,0.6,0.58,9997
614,PNEPCB-WA [S],6637WA,,0.065,0.06,+0.005,+8.33,734,100,0.05,0.07,1000,0.065,0.065,6637WA
615,BONIA [S],9288,,1.05,1.09,-0.040,-3.67,733,78,1.05,1.07,12,1.1,1.04,9288
616,UTDPLT [S],2089,s,14.08,14.1,-0.020,-0.14,713,11,14.08,14.1,1823,14.2,14.08,2089
617,CSCENIC [S],7202,,0.685,0.68,+0.005,+0.74,700,1090,0.68,0.685,46,0.685,0.685,7202
618,MITRA [S],9571,,0.25,0.25,-,-,700,810,0.25,0.255,2382,0.255,0.25,9571
619,OMH,5298,s,2.78,2.78,-,-,694,15,2.75,2.78,22,2.78,2.72,5298
620,YNHPROP [S],3158,,2.6,2.62,-0.020,-0.76,692,40,2.55,2.6,51,2.63,2.6,3158
621,PGLOBE [S],3611,,0.23,0.23,-,-,682,858,0.225,0.23,80,0.23,0.225,3611
622,SEG [S],9792,s,0.67,0.66,+0.010,+1.52,671,7,0.665,0.67,162,0.67,0.66,9792
623,PRTASCO-WA [S],5070WA,,0.025,0.025,-,-,663,5306,0.025,0.03,42,0.03,0.025,5070WA
624,SWKPLNT [S],5135,s,2.4,2.4,-,-,654,250,2.390,2.4,97,2.41,2.39,5135
625,WZSATU-WA [S],7245WA,,0.06,0.06,-,-,653,2398,0.060,0.065,1474,0.06,0.06,7245WA
626,AEONCR,5139,s,15.34,15.46,-0.120,-0.78,639,10,15.260,15.4,7,15.52,15.34,5139
627,ICON-WA [S],5255WA,,0.06,0.06,-,-,630,5881,0.060,0.065,5205,0.06,0.06,5255WA
628,CRESNDO [S],6718,,1.2,1.19,+0.010,+0.84,620,180,1.200,1.23,2,1.2,1.19,6718
629,LOTUS [S],8303,,0.21,0.21,-,-,610,100,0.205,0.215,290,0.215,0.21,8303
630,DANCO-WA [S],5276WA,,0.23,0.245,-0.015,-6.12,606,25,0.230,0.24,99,0.24,0.23,5276WA
631,YOCB [S],5159,,0.975,1.04,-0.065,-6.25,601,5,0.975,0.99,50,1.01,0.96,5159
632,REACH-WA,5256WA,,0.005,0.005,-,-,600,-,-,0.005,324814,0.005,0.005,5256WA
633,SHH [S],7412,,0.58,0.54,+0.040,+7.41,596,268,0.540,0.58,28,0.58,0.54,7412
634,PMBTECH [S],7172,s,12.68,12.76,-0.080,-0.63,591,16,12.560,12.66,36,12.98,12.56,7172
635,TPC [S],7176,,0.19,0.19,-,-,590,400,0.180,0.19,10,0.19,0.19,7176
636,LIONPSIM [S],8486,,0.565,0.54,+0.025,+4.63,584,1,0.560,0.565,128,0.57,0.55,8486
637,ARK [S],7007,,0.375,0.385,-0.010,-2.60,580,150,0.375,0.385,30,0.39,0.375,7007
638,MINHO [S],5576,,0.31,0.325,-0.015,-4.62,580,1302,0.310,0.32,520,0.32,0.31,5576
639,LTKM [S],7085,,1.36,1.36,-,-,573,230,1.350,1.36,42,1.36,1.36,7085
640,ATRIUM,5130,,1.5,1.49,+0.010,+0.67,562,245,1.480,1.5,704,1.5,1.48,5130
641,SMISCOR [S],7132,,0.645,0.66,-0.015,-2.27,557,200,0.645,0.68,31,0.65,0.64,7132
642,XINHWA [S],5267,,0.3,0.3,-,-,556,155,0.295,0.3,340,0.3,0.3,5267
643,RAPID,7765,,9.19,9.2,-0.010,-0.11,553,5,9.05,9.19,10,9.2,9.11,7765
644,MEDIA,4502,s,0.45,0.45,-,-,551,700,0.445,0.45,79,0.45,0.45,4502
645,TAS [S],5149,,0.255,0.265,-0.010,-3.77,551,769,0.255,0.26,100,0.265,0.255,5149
646,CRESBLD [S],8591,,0.53,0.535,-0.005,-0.93,550,33,0.53,0.535,430,0.535,0.525,8591
647,TMCLIFE [S],0101,s,0.545,0.545,-,-,550,9,0.54,0.545,1997,0.545,0.54,0101
648,OMESTI [S],9008,,0.41,0.42,-0.010,-2.38,544,50,0.41,0.415,838,0.42,0.41,9008
649,OCK-WB [S],0172WB,,0.18,0.18,-,-,541,522,0.18,0.185,300,0.18,0.18,0172WB
650,MULPHA,3905,s,2.48,2.48,-,-,540,100,2.46,2.48,243,2.48,2.45,3905
651,LBICAP-WB,8494WB,,0.185,0.195,-0.010,-5.13,536,10494,0.18,0.185,123,0.185,0.185,8494WB
652,SENDAI-WA [S],5205WA,,0.06,0.055,+0.005,+9.09,531,61,0.055,0.06,3170,0.06,0.055,5205WA
653,WEGMANS-WB [S],0197WB,,0.075,0.07,+0.005,+7.14,530,670,0.07,0.075,2671,0.075,0.07,0197WB
654,PWROOT-WA [S],7237WA,,0.28,0.245,+0.035,+14.29,525,200,0.25,0.28,275,0.28,0.245,7237WA
655,FLBHD,5197,,1.36,1.38,-0.020,-1.45,519,500,1.36,1.37,147,1.39,1.36,5197
656,MERCURY [S],8192,,1.02,1.02,-,-,516,34,1.02,1.03,370,1.04,1.02,8192
657,ALSREIT [S],5269,,0.485,0.49,-0.005,-1.02,511,105,0.49,0.505,109,0.495,0.485,5269
658,LPI,8621,s,14.58,14.42,+0.160,+1.11,511,10,14.44,14.58,35,14.6,14.42,8621
659,EWEIN-WB [S],7249WB,,0.015,0.02,-0.005,-25.00,505,364,0.015,0.02,4089,0.015,0.015,7249WB
660,AMTEL [S],7031,,0.72,0.72,-,-,501,49,0.72,0.74,64,0.72,0.72,7031
661,HCK [S],7105,s,2.15,2.15,-,-,500,60,2.110,2.16,200,2.15,2.15,7105
662,INTA-WA [S],0192WA,,0.075,0.075,-,-,500,1100,0.070,0.075,13,0.075,0.075,0192WA
663,OCNCASH [S],0049,,0.39,0.395,-0.005,-1.27,500,1490,0.390,0.4,1785,0.4,0.39,0049
664,OMESTI-PB,9008PB,,0.845,0.845,-,-,500,3269,0.845,0.85,100,0.845,0.845,9008PB
665,OWG-WA [S],5260WA,,0.08,0.075,+0.005,+6.67,500,1403,0.075,0.08,50,0.08,0.08,5260WA
666,SPSETIA-PB [S],8664PB,,0.885,0.88,+0.005,+0.57,500,500,0.885,0.94,100,0.885,0.885,8664PB
667,TECHBND-WA [S],5289WA,,0.15,0.145,+0.005,+3.45,500,300,0.140,0.15,150,0.15,0.15,5289WA
668,TITIJYA-PA [S],5239PA,,0.025,0.025,-,-,500,91600,0.020,0.03,16876,0.025,0.025,5239PA
669,GKENT [S],3204,,0.645,0.645,-,-,495,50,0.635,0.645,180,0.645,0.635,3204
670,PINEPAC,1902,,0.47,0.48,-0.010,-2.08,495,650,0.460,0.47,115,0.48,0.47,1902
671,SEACERA [S],7073,,0.195,0.195,-,-,456,90,0.185,0.195,349,0.2,0.185,7073
672,KSSC [S],5192,,0.735,0.74,-0.005,-0.68,442,108,0.735,0.745,58,0.745,0.735,5192
673,CSCENIC-WA [S],7202WA,,0.235,0.23,+0.005,+2.17,434,560,0.235,0.245,133,0.24,0.235,7202WA
674,GDB-WA [S],0198WA,,0.115,0.115,-,-,434,272,0.115,0.12,2310,0.115,0.115,0198WA
675,PENERGY [S],5133,,0.82,0.82,-,-,433,100,0.805,0.82,30,0.84,0.82,5133
676,NIHSIN-WB [S],7215WB,,0.07,0.075,-0.005,-6.67,415,1111,0.070,0.075,3660,0.07,0.07,7215WB
677,BJFOOD [S],5196,s,2.15,2.15,-,-,404,12,2.150,2.16,73,2.16,2.15,5196
678,FAVCO [S],7229,s,2.45,2.45,-,-,402,148,2.450,2.46,11,2.46,2.45,7229
679,P&O,6009,,0.98,0.97,+0.010,+1.03,401,100,0.975,0.98,53,0.98,0.97,6009
680,MERIDIAN-WB [S],5040WB,,0.005,0.005,-,-,400,-,-,0.005,21182,0.005,0.005,5040WB
681,DELEUM,5132,,0.5,0.51,-0.010,-1.96,394,232,0.5,0.52,300,0.51,0.5,5132
682,KHIND [S],7062,,3.78,3.87,-0.090,-2.33,388,28,3.75,3.78,40,3.81,3.71,7062
683,GMUTUAL [S],9962,,0.305,0.3,+0.005,+1.67,382,314,0.3,0.32,299,0.305,0.3,9962
684,SHCHAN [S],4316,,0.45,0.445,+0.005,+1.12,380,100,0.445,0.45,620,0.45,0.445,4316
685,MRCB-WB [S],1651WB,,0.08,0.08,-,-,369,43672,0.075,0.08,19476,0.08,0.08,1651WB
686,JOHAN,3441,,0.09,0.09,-,-,365,16050,0.085,0.09,4666,0.09,0.085,3441
687,CEPAT [S],8982,,0.705,0.705,-,-,360,50,0.705,0.71,45,0.71,0.7,8982
688,IQGROUP [S],5107,,1.03,1.04,-0.010,-0.96,351,100,1.02,1.03,5,1.04,1.03,5107
689,ZHULIAN [S],5131,s,1.92,1.92,-,-,345,244,1.92,1.93,66,1.93,1.91,5131
690,AME-WA [S],5293WA,,0.285,0.285,-,-,343,100,0.275,0.285,39,0.285,0.28,5293WA
691,CME-WA [S],7018WA,,0.045,0.045,-,-,341,359,0.045,0.05,2270,0.045,0.045,7018WA
692,DBHD [S],3484,,0.5,0.5,-,-,336,4670,0.5,0.53,270,0.5,0.495,3484
693,HARNLEN [S],7501,,0.695,0.685,+0.010,+1.46,336,86,0.695,0.715,508,0.715,0.69,7501
694,SCIENTX-WC [S],4731WC,,1.31,1.35,-0.040,-2.96,325,66,1.31,1.35,100,1.33,1.31,4731WC
695,BORNOIL-WC [S],7036WC,,0.015,0.015,-,-,320,226178,0.01,0.015,154035,0.015,0.015,7036WC
696,CARLSBG,2836,s,20.4,20.58,-0.180,-0.87,315,10,20.4,20.6,30,20.6,20.26,2836
697,KFIMA [S],6491,s,2.09,2.09,-,-,311,50,2.08,2.09,49,2.1,2.07,6491
698,MERIDIAN-WC [S],5040WC,,0.025,0.02,+0.005,+25.00,308,6906,0.02,0.025,1035,0.025,0.025,5040WC
699,MUDA [S],3883,s,2.76,2.77,-0.010,-0.36,305,615,2.76,2.78,62,2.77,2.76,3883
700,AFUJIYA [S],5198,,0.38,0.405,-0.025,-6.17,300,10,0.38,0.385,100,0.38,0.38,5198
701,ECONBHD-WA [S],5253WA,,0.03,0.03,-,-,300,7323,0.025,0.03,5009,0.03,0.03,5253WA
702,EIG [S],5081,,0.375,0.38,-0.005,-1.32,300,500,0.37,0.375,200,0.375,0.37,5081
703,EUPE [S],6815,,0.805,0.805,-,-,300,117,0.805,0.825,253,0.81,0.805,6815
704,FSBM-WA [S],9377WA,,0.055,0.05,+0.005,+10.00,300,500,0.05,0.055,1390,0.055,0.05,9377WA
705,SJC [S],9431,,2.6,2.6,-,-,300,2,2.58,2.59,20,2.6,2.52,9431
706,TAWIN-PA,7097PA,,0.105,0.1,+0.005,+5.00,300,800,0.105,0.11,125,0.105,0.105,7097PA
707,DKSH [S],5908,,5.0,5.08,-0.080,-1.57,294,40,4.97,4.99,1,5.08,5.0,5908
708,ENRA [S],8613,,0.865,0.85,+0.015,+1.76,292,20,0.86,0.865,27,0.885,0.865,8613
709,SUNWAY-PA [S],5211PA,,1.51,1.51,-,-,292,8,1.51,1.52,180,1.51,1.51,5211PA
710,SUPERLN [S],7235,,0.82,0.82,-,-,290,10,0.815,0.82,16,0.82,0.805,7235
711,DIGISTA-WB,0029WB,,0.015,0.02,-0.005,-25.00,286,2214,0.015,0.025,1220,0.015,0.015,0029WB
712,HUPSENG [S],5024,s,0.875,0.875,-,-,286,755,0.875,0.88,954,0.88,0.875,5024
713,PARAGON [S],9407,,1.46,1.45,+0.010,+0.69,285,5,1.46,1.51,30,1.46,1.45,9407
714,TECGUAN,7439,,1.23,1.23,-,-,282,58,1.23,1.27,20,1.28,1.23,7439
715,DANCO [S],5276,,0.55,0.565,-0.015,-2.65,280,250,0.545,0.56,200,0.565,0.55,5276
716,KLUANG,2453,,4.05,4.05,-,-,279,1,3.96,4.04,5,4.05,3.97,2453
717,TOYOVEN [S],7173,,1.36,1.38,-0.020,-1.45,276,10,1.35,1.39,20,1.42,1.36,7173
718,HEXZA,3298,,1.01,1.01,-,-,267,1,1.01,1.02,523,1.01,1.0,3298
719,ENRA-WA [S],8613WA,,0.335,0.335,-,-,263,110,0.315,0.335,144,0.34,0.335,8613WA
720,PJBUMI-WA [S],7163WA,,0.175,0.12,+0.055,+45.83,260,6,0.135,0.16,20,0.175,0.125,7163WA
721,DOLMITE,5835,,0.03,0.03,-,-,250,25762,0.025,0.03,250,0.03,0.03,5835
722,SEB,5163,,1.2,1.28,-0.080,-6.25,239,57,1.2,1.23,49,1.23,1.19,5163
723,ICAP,5108,,2.15,2.18,-0.030,-1.38,234,5,2.15,2.16,86,2.18,2.15,5108
724,APB [S],5568,,0.715,0.715,-,-,233,50,0.71,0.715,37,0.73,0.705,5568
725,BAT,4162,s,14.0,13.98,+0.020,+0.14,229,112,13.94,14.0,36,14.0,13.9,4162
726,SPRITZER [S],7103,,2.01,2.07,-0.060,-2.90,224,16,2.01,2.07,70,2.03,2.0,7103
727,YLI [S],7014,,0.31,0.32,-0.010,-3.13,224,70,0.31,0.32,150,0.31,0.31,7014
728,LIENHOE,3573,,0.37,0.38,-0.010,-2.63,222,28,0.36,0.38,127,0.37,0.335,3573
729,LSTEEL [S],9881,,0.625,0.635,-0.010,-1.57,222,48,0.625,0.64,1109,0.635,0.625,9881
730,NICE-WB [S],7139WB,,0.135,0.12,+0.015,+12.50,221,100,0.12,0.135,336,0.135,0.12,7139WB
731,PENSONI-WB [S],9997WB,,0.125,0.13,-0.005,-3.85,221,79,0.125,0.14,140,0.13,0.125,9997WB
732,TOCEAN [S],7218,,2.98,2.98,-,-,221,4,2.9,2.98,18,3.0,2.9,7218
733,FSBM [S],9377,,0.175,0.175,-,-,215,105,0.175,0.18,130,0.18,0.175,9377
734,HSSEB [S],0185,,0.54,0.53,+0.010,+1.89,213,560,0.52,0.54,1301,0.54,0.53,0185
735,BJASSET,3239,s,0.26,0.26,-,-,212,2220,0.255,0.26,2242,0.26,0.26,3239
736,PTARAS [S],9598,,2.75,2.75,-,-,211,64,2.72,2.75,41,2.75,2.75,9598
737,MENANG [S],1694,,0.51,0.515,-0.005,-0.97,210,190,0.51,0.535,60,0.51,0.51,1694
738,PEB [S],5622,,1.52,1.55,-0.030,-1.94,210,260,1.52,1.54,100,1.54,1.52,5622
739,CCK [S],7035,,0.575,0.585,-0.010,-1.71,209,271,0.575,0.58,465,0.585,0.575,7035
740,EITA [S],5208,,0.88,0.87,+0.010,+1.15,207,73,0.865,0.88,73,0.88,0.87,5208
741,HSSEB-WA [S],0185WA,,0.065,0.05,+0.015,+30.00,203,1247,0.065,0.09,20,0.065,0.06,0185WA
742,AMEDIA [S],0159,,0.15,0.155,-0.005,-3.23,202,945,0.15,0.155,320,0.155,0.15,0159
743,SMCAP-WC [S],9776WC,,0.115,0.095,+0.020,+21.05,201,615,0.095,0.115,299,0.115,0.115,9776WC
744,BORNOIL-WD [S],7036WD,,0.015,0.02,-0.005,-25.00,200,27943,0.015,0.02,46541,0.015,0.015,7036WD
745,PARKWD [S],2682,,0.195,0.19,+0.005,+2.63,200,498,0.19,0.195,300,0.195,0.195,2682
746,PLS [S],9695,,0.95,0.98,-0.030,-3.06,200,10,0.95,0.96,100,0.95,0.95,9695
747,THRIVEN [S],7889,,0.15,0.155,-0.005,-3.23,200,840,0.145,0.15,59,0.15,0.15,7889
748,YONGTAI-PA [S],7066PA,,0.13,0.105,+0.025,+23.81,194,200,0.12,0.16,49,0.13,0.13,7066PA
749,KAWAN [S],7216,s,1.62,1.63,-0.010,-0.61,190,25,1.62,1.64,92,1.63,1.62,7216
750,ROHAS [S],9741,,0.3,0.3,-,-,190,910,0.295,0.3,33,0.3,0.295,9741
751,ORIENT,4006,s,5.29,5.28,+0.010,+0.19,185,43,5.29,5.32,40,5.32,5.29,4006
752,KKB [S],9466,,1.51,1.51,-,-,173,1300,1.51,1.52,377,1.52,1.51,9466
753,BOXPAK,6297,,1.25,1.2,+0.050,+4.17,170,20,1.22,1.26,80,1.25,1.22,6297
754,ZECON [S],7028,,0.375,0.38,-0.005,-1.32,169,450,0.375,0.39,177,0.375,0.375,7028
755,STELLA [S],5006,,0.97,0.94,+0.030,+3.19,163,100,0.965,1.02,80,0.975,0.97,5006
756,NESTLE [S],4707,s,133.9,133.9,-,-,161,1,133.5,133.9,368,134.0,133.4,4707
757,TAMBUN [S],5191,,0.725,0.73,-0.005,-0.68,161,207,0.725,0.735,29,0.735,0.725,5191
758,PANSAR-WA,8419WA,,0.155,0.155,-,-,160,28,0.135,0.155,317,0.155,0.135,8419WA
759,MENTIGA [S],5223,,0.63,0.635,-0.005,-0.79,159,36,0.63,0.675,50,0.635,0.63,5223
760,GCE,5592,,0.355,0.33,+0.025,+7.58,158,54,0.32,0.36,25,0.355,0.355,5592
761,HANDAL [S],7253,,0.18,0.185,-0.005,-2.70,152,1136,0.18,0.185,2621,0.18,0.18,7253
762,ASIAFLE,7129,,2.2,2.14,+0.060,+2.80,150,190,2.14,2.19,10,2.2,2.2,7129
763,FARLIM [S],6041,,0.26,0.26,-,-,150,142,0.235,0.26,80,0.265,0.26,6041
764,MUH [S],9539,,0.62,0.635,-0.015,-2.36,150,100,0.605,0.645,220,0.63,0.62,9539
765,WTHORSE [S],5009,,0.63,0.63,-,-,146,381,0.625,0.665,100,0.63,0.63,5009
766,MCEHLDG [S],7004,,1.27,1.26,+0.010,+0.79,141,9,1.27,1.35,50,1.27,1.27,7004
767,PERDANA-PA,7108PA,,0.12,0.105,+0.015,+14.29,141,300,0.1,0.12,82,0.12,0.09,7108PA
768,PLENITU [S],5075,,1.03,1.03,-,-,140,1,1.03,1.04,30,1.03,1.03,5075
769,KUCHAI,2186,,1.78,1.8,-0.020,-1.11,134,30,1.71,1.78,29,1.78,1.7,2186
770,SEEHUP [S],7053,,1.24,1.21,+0.030,+2.48,134,10,1.22,1.24,21,1.24,1.21,7053
771,POLY [S],8117,,0.675,0.7,-0.025,-3.57,130,63,0.69,0.73,60,0.7,0.675,8117
772,MAXIM [S],4022,,0.24,0.245,-0.005,-2.04,127,173,0.24,0.245,1604,0.24,0.24,4022
773,MENANG-WC [S],1694WC,,0.11,0.11,-,-,126,1163,0.11,0.115,50,0.11,0.11,1694WC
774,DLADY [S],3026,s,32.8,32.94,-0.140,-0.43,125,1,32.72,32.9,6,32.92,32.8,3026
775,CYL [S],7157,,0.47,0.475,-0.005,-1.05,121,180,0.465,0.475,100,0.47,0.465,7157
776,WANGZNG [S],7203,,0.815,0.825,-0.010,-1.21,121,35,0.785,0.815,89,0.815,0.785,7203
777,HIL [S],8443,,0.93,0.93,-,-,119,33,0.9,0.93,72,0.93,0.9,8443
778,OCB [S],5533,,0.82,0.83,-0.010,-1.20,117,9,0.78,0.82,204,0.82,0.82,5533
779,NATWIDE [S],9806,,0.125,0.125,-,-,115,100,0.115,0.125,485,0.125,0.115,9806
780,TONGHER [S],5010,,2.9,2.89,+0.010,+0.35,115,2,2.9,2.92,5,2.9,2.9,5010
781,TSRCAP [S],5042,,0.22,0.22,-,-,110,1100,0.215,0.22,80,0.22,0.22,5042
782,MSNIAGA [S],5011,,1.53,1.52,+0.010,+0.66,109,100,1.52,1.54,10,1.55,1.53,5011
783,ELKDESA,5228,,1.3,1.33,-0.030,-2.26,105,150,1.31,1.32,30,1.35,1.3,5228
784,SEAL [S],4286,,0.3,0.29,+0.010,+3.45,103,359,0.29,0.295,897,0.3,0.3,4286
785,WATTA [S],7226,,0.56,0.54,+0.020,+3.70,101,30,0.55,0.59,60,0.56,0.54,7226
786,AASIA [S],7054,,0.125,0.125,-,-,100,1,0.12,0.125,3709,0.125,0.125,7054
787,ASIABRN [S],7722,,0.475,0.475,-,-,100,69,0.475,0.525,69,0.475,0.475,7722
788,ENGTEX-WB [S],5056WB,,0.19,0.19,-,-,100,3350,0.18,0.19,335,0.19,0.19,5056WB
789,GCB-WB [S],5102WB,,1.07,1.1,-0.030,-2.73,100,150,1.04,1.14,77,1.08,1.07,5102WB
790,INTA [S],0192,,0.27,0.275,-0.005,-1.82,100,838,0.27,0.28,850,0.27,0.27,0192
791,OIB [S],5827,,0.96,0.975,-0.015,-1.54,100,400,0.95,0.98,100,0.96,0.96,5827
792,SCOMI-WB,7158WB,,0.01,0.01,-,-,100,9041,0.01,0.015,29629,0.01,0.01,7158WB
793,MANULFE,1058,,2.33,2.31,+0.020,+0.87,97,64,2.33,2.35,37,2.36,2.33,1058
794,AHEALTH [S],7090,s,2.59,2.6,-0.010,-0.38,95,135,2.58,2.59,112,2.59,2.58,7090
795,APOLLO [S],6432,,3.65,3.64,+0.010,+0.27,85,2,3.66,3.68,61,3.65,3.64,6432
796,HLIND [S],3301,s,9.17,9.18,-0.010,-0.11,76,16,9.12,9.17,43,9.18,9.12,3301
797,CCB [S],2925,,2.03,2.02,+0.010,+0.50,73,52,2.03,2.08,100,2.08,2.03,2925
798,FIAMMA [S],6939,,0.59,0.59,-,-,70,130,0.59,0.595,98,0.59,0.59,6939
799,PANAMY,3719,s,29.78,29.12,+0.660,+2.27,69,7,29.2,29.78,25,29.8,29.24,3719
800,SDRED [S],2224,,0.555,0.55,+0.005,+0.91,64,100,0.555,0.57,2050,0.555,0.555,2224
801,AJI [S],2658,,15.18,15.2,-0.020,-0.13,62,27,15.18,15.4,20,15.2,15.16,2658
802,TWRREIT,5111,,0.56,0.565,-0.005,-0.88,61,100,0.545,0.56,139,0.56,0.56,5111
803,BCB [S],6602,,0.25,0.245,+0.005,+2.04,60,360,0.25,0.26,350,0.27,0.25,6602
804,NHFATT [S],7060,,2.16,2.25,-0.090,-4.00,55,70,2.15,2.24,126,2.16,2.16,7060
805,SBAGAN,2569,,3.3,3.2,+0.100,+3.13,54,86,3.3,3.5,20,3.3,3.3,2569
806,TJSETIA [S],5297,,0.46,0.46,-,-,52,200,0.455,0.47,1000,0.46,0.46,5297
807,MPCORP [S],6548,,0.105,0.1,+0.005,+5.00,51,70,0.095,0.105,199,0.105,0.105,6548
808,NSOP,2038,,3.24,3.23,+0.010,+0.31,51,60,3.11,3.24,1,3.24,3.24,2038
809,QUALITY [S],7544,,1.21,1.21,-,-,51,17,1.21,1.28,20,1.29,1.21,7544
