No,Name,Code,REM,Last Done,LACP,CHG,%CHG,Vol ('00),BUY Vol ('00),BUY,SELL,SELL Vol ('00),HIGH,LOW,stock_id
84,GTRONIC [S],7022,s,1.56,1.62,-0.060,-3.70,65673,1033,1.56,1.57,245,1.63,1.54,7022
85,ICONIC [S],9113,,0.28,0.285,-0.005,-1.75,65151,17802,0.275,0.28,2959,0.285,0.275,9113
86,ITRONIC [S],9393,,0.125,0.13,-0.005,-3.85,64080,2405,0.12,0.125,6497,0.135,0.12,9393
87,WONG [S],7050,,0.74,0.77,-0.030,-3.90,63218,1757,0.735,0.74,3179,0.775,0.73,7050
88,BAUTO [S],5248,s,1.69,1.69,-,-,61312,275,1.67,1.69,4897,1.71,1.67,5248
89,ECOFIRS-WD [S],3557WD,,0.155,0.14,+0.015,+10.71,59924,4793,0.155,0.16,8690,0.155,0.14,3557WD
90,CTOS [S],5301,,1.87,1.86,+0.010,+0.54,59171,1325,1.87,1.88,50,1.89,1.83,5301
91,RGB,0037,,0.12,0.125,-0.005,-4.00,58979,121642,0.115,0.12,18908,0.13,0.115,0037
92,TRIVE-WC,0118WC,,0.03,0.035,-0.005,-14.29,58958,41973,0.03,0.035,21083,0.035,0.03,0118WC
93,JAKS [S],4723,s,0.43,0.425,+0.005,+1.18,58731,4568,0.43,0.435,7585,0.435,0.42,4723
94,AFFIN,5185,s,1.86,1.77,+0.090,+5.08,58385,7,1.86,1.87,40,1.93,1.78,5185
95,VS [S],6963,s,1.28,1.3,-0.020,-1.54,57216,13109,1.27,1.28,3890,1.3,1.27,6963
96,CGB [S],8052,,0.955,1.01,-0.055,-5.45,57190,59,0.955,0.96,1476,1.02,0.94,8052
97,PENTA [S],7160,s,4.9,5.1,-0.200,-3.92,57077,55,4.89,4.9,5253,5.12,4.87,7160
98,MERIDIAN [S],5040,,0.07,0.07,-,-,56030,36535,0.065,0.07,4077,0.075,0.07,5040
99,SIME [S],4197,s,2.29,2.29,-,-,55908,1981,2.28,2.29,3307,2.3,2.27,4197
100,DSONIC [S],5216,s,0.415,0.42,-0.005,-1.19,55890,2474,0.415,0.42,3232,0.42,0.41,5216
101,UNISEM [S],5005,s,3.69,3.85,-0.160,-4.16,55199,5823,3.69,3.72,1,3.91,3.62,5005
102,ABMB,2488,s,3.26,3.25,+0.010,+0.31,54793,7627,3.26,3.27,60,3.32,3.2,2488
103,BJCORP,3395,s,0.245,0.245,-,-,53621,88366,0.245,0.25,32501,0.25,0.245,3395
104,EVERGRN [S],5101,,0.56,0.575,-0.015,-2.61,51898,50,0.555,0.56,2768,0.575,0.54,5101
105,EURO [S],7208,s,0.515,0.51,+0.005,+0.98,51688,1715,0.51,0.515,5729,0.52,0.505,7208
106,WOODLAN [S],7025,,1.07,1.15,-0.080,-6.96,50996,180,1.07,1.08,30,1.32,0.975,7025
107,TENAGA [S],5347,s,9.1,9.08,+0.020,+0.22,50013,200,9.08,9.1,173,9.12,9.05,5347
108,CME [S],7018,,0.065,0.065,-,-,49513,152853,0.06,0.065,65321,0.065,0.06,7018
109,PMHLDG [S],1287,,0.075,0.07,+0.005,+7.14,48335,7355,0.07,0.075,32218,0.075,0.07,1287
110,BIMB [S],5258,s,3.19,3.05,+0.140,+4.59,47675,652,3.17,3.19,6309,3.26,3.05,5258
111,TAWIN-WB [S],7097WB,,0.05,0.05,-,-,47345,430482,0.045,0.05,29716,0.05,0.045,7097WB
112,JHM [S],0127,s,1.69,1.72,-0.030,-1.74,47277,601,1.68,1.69,763,1.74,1.66,0127
113,WCT [S],9679,s,0.515,0.53,-0.015,-2.83,47219,633,0.515,0.52,500,0.535,0.515,9679
114,GPACKET [S],0082,,0.09,0.09,-,-,46022,79192,0.085,0.09,56159,0.095,0.085,0082
115,MRCB [S],1651,s,0.375,0.365,+0.010,+2.74,45501,5492,0.37,0.375,6662,0.375,0.36,1651
116,MINDA [S],5166,,0.08,0.085,-0.005,-5.88,44550,56438,0.075,0.08,6832,0.09,0.075,5166
117,AXIATA [S],6888,s,3.85,3.8,+0.050,+1.32,43984,100,3.82,3.85,320,3.85,3.78,6888
118,PNEPCB [S],6637,,0.11,0.12,-0.010,-8.33,43553,174,0.11,0.115,7291,0.12,0.105,6637
119,EPMB [S],7773,,1.02,1.07,-0.050,-4.67,43381,264,1.02,1.03,310,1.08,0.995,7773
120,DNONCE [S],7114,,0.335,0.34,-0.005,-1.47,42666,968,0.335,0.34,300,0.34,0.335,7114
121,MINETEC [S],7219,,0.105,0.115,-0.010,-8.70,42585,81448,0.1,0.105,171,0.115,0.1,7219
122,HARTA [S],5168,s,5.84,6.1,-0.260,-4.26,42080,488,5.83,5.84,479,6.05,5.83,5168
123,ASB [S],1481,,0.115,0.12,-0.005,-4.17,41800,17538,0.115,0.12,20798,0.12,0.115,1481
124,PESTECH [S],5219,s,0.755,0.765,-0.010,-1.31,41800,1813,0.755,0.76,265,0.765,0.745,5219
125,PHARMA [S],7081,s,0.795,0.78,+0.015,+1.92,41738,1338,0.79,0.795,793,0.8,0.76,7081
126,MEDIAC [S],5090,,0.165,0.165,-,-,41453,19771,0.165,0.17,68395,0.17,0.16,5090
127,ELSOFT [S],90,s,1.16,1.14,+0.020,+1.75,41003,816,1.16,1.17,3160,1.16,1.08,90
128,GENM,4715,s,2.92,2.88,+0.040,+1.39,40477,92,2.91,2.92,9610,2.92,2.87,4715
129,WPRTS [S],5246,s,3.98,3.97,+0.010,+0.25,39881,141,3.95,3.98,301,4.06,3.94,5246
130,IJM [S],3336,s,1.49,1.5,-0.010,-0.67,39392,401,1.49,1.5,3640,1.51,1.49,3336
131,EATECH [S],5259,,0.1,0.1,-,-,39182,7055,0.09,0.095,440,0.105,0.09,5259
132,T7GLOBAL [S],7228,,0.365,0.365,-,-,39012,10341,0.36,0.365,13860,0.37,0.36,7228
133,NOTION [S],83,,0.46,0.46,-,-,39004,1472,0.46,0.465,960,0.475,0.45,83
134,MTRONIC [S],43,,0.025,0.025,-,-,38842,594206,0.02,0.025,189081,0.025,0.02,43
135,PCHEM [S],5183,s,8.9,8.9,-,-,38599,6290,8.89,8.9,7586,8.95,8.88,5183
136,JADEM [S],7043,,0.685,0.68,+0.005,+0.74,38463,15447,0.685,0.69,11881,0.69,0.68,7043
137,SPSETIA [S],8664,s,1.29,1.28,+0.010,+0.78,38339,2686,1.27,1.29,1488,1.29,1.24,8664
138,CWG [S],9423,,0.48,0.505,-0.025,-4.95,38201,570,0.475,0.48,1380,0.505,0.465,9423
139,RUBEREX,7803,s,0.52,0.54,-0.020,-3.70,38188,6266,0.515,0.52,9,0.54,0.515,7803
140,UWC [S],5292,s,5.42,5.7,-0.280,-4.91,37979,1341,5.42,5.44,110,5.75,5.37,5292
141,VS-WB [S],6963WB,,0.39,0.395,-0.005,-1.27,37772,15773,0.39,0.395,914,0.4,0.39,6963WB
142,SEALINK [S],5145,,0.155,0.15,+0.005,+3.33,36789,1271,0.15,0.155,6790,0.155,0.15,5145
143,GENTING,3182,s,4.7,4.66,+0.040,+0.86,36193,7,4.69,4.7,1766,4.74,4.63,3182
144,HIAPTEK [S],5072,s,0.49,0.485,+0.005,+1.03,36174,11716,0.49,0.495,4115,0.5,0.485,5072
145,LUSTER,5068,,0.14,0.145,-0.005,-3.45,35485,78043,0.135,0.14,34279,0.145,0.135,5068
146,JKGLAND [S],6769,,0.1,0.1,-,-,34853,26228,0.095,0.1,17850,0.1,0.095,6769
147,EASTLND [S],2097,,0.085,0.09,-0.005,-5.56,34451,16517,0.08,0.085,828,0.09,0.08,2097
148,AXTERIA [S],7120,,0.24,0.245,-0.005,-2.04,34245,8830,0.235,0.24,361,0.245,0.24,7120
149,FITTERS [S],9318,,0.34,0.35,-0.010,-2.86,34188,2824,0.335,0.34,1155,0.35,0.33,9318
150,PELIKAN [S],5231,,0.325,0.325,-,-,33071,3415,0.32,0.325,724,0.335,0.32,5231
151,EDEN [S],7471,,0.165,0.16,+0.005,+3.13,32361,19315,0.16,0.165,4679,0.165,0.155,7471
152,PDZ-WC [S],6254WC,,0.02,0.02,-,-,31796,195726,0.015,0.02,34219,0.02,0.015,6254WC
153,DIALOG [S],7277,s,2.77,2.7,+0.070,+2.59,31306,6828,2.77,2.78,718,2.77,2.68,7277
154,CHGP [S],7187,,0.96,0.915,+0.045,+4.92,31052,4106,0.96,0.965,888,0.96,0.915,7187
155,WZSATU-PA,7245PA,,0.22,0.225,-0.005,-2.22,30799,3450,0.215,0.22,3652,0.225,0.22,7245PA
156,ARBB [S],7181,,0.155,0.155,-,-,30706,17849,0.15,0.155,13359,0.155,0.15,7181
157,IHH [S],5225,s,6.65,6.68,-0.030,-0.45,30392,100,6.61,6.65,1803,6.68,6.6,5225
158,GUH [S],3247,,0.59,0.61,-0.020,-3.28,29759,1375,0.59,0.595,3,0.62,0.59,3247
159,HEXTAR [S],5151,s,1.56,1.6,-0.040,-2.50,29604,2138,1.55,1.56,114,1.61,1.55,5151
160,HLBANK,5819,s,19.9,19.2,+0.700,+3.65,29217,197,19.8,19.9,1544,20.04,19.26,5819
161,GADANG [S],9261,,0.36,0.375,-0.015,-4.00,29077,5473,0.36,0.365,9909,0.375,0.36,9261
162,TAWIN-WA [S],7097WA,,0.045,0.045,-,-,28347,937,0.04,0.045,5371,0.05,0.04,7097WA
163,FAJAR [S],7047,,0.36,0.345,+0.015,+4.35,28036,3796,0.355,0.36,559,0.36,0.345,7047
164,PARKSON [S],5657,,0.205,0.2,+0.005,+2.50,27898,21042,0.2,0.205,6646,0.205,0.195,5657
165,CSH,7165,,0.11,0.115,-0.005,-4.35,27361,16093,0.11,0.115,963,0.12,0.11,7165
166,SUNREIT,5176,s,1.45,1.42,+0.030,+2.11,27286,1620,1.43,1.45,752,1.45,1.41,5176
167,BSTEAD [S],2771,s,0.555,0.545,+0.010,+1.83,27069,615,0.55,0.555,1805,0.56,0.54,2771
168,IOICORP [S],1961,s,3.98,3.88,+0.100,+2.58,27022,50,3.91,3.98,322,3.99,3.85,1961
169,PA [S],7225,s,0.405,0.405,-,-,26990,5078,0.4,0.405,1801,0.405,0.4,7225
170,PERMAJU-PA,7080PA,,0.015,0.015,-,-,26958,490177,0.01,0.015,1592,0.015,0.015,7080PA
171,MRDIY [S],5296,s,3.74,3.77,-0.030,-0.80,26892,20,3.72,3.74,400,3.77,3.71,5296
172,KPJ [S],5878,s,1.05,1.06,-0.010,-0.94,26522,5292,1.04,1.05,7469,1.07,1.04,5878
173,KOBAY [S],6971,s,5.59,5.82,-0.230,-3.95,26365,140,5.59,5.6,45,5.85,5.44,6971
174,SCNWOLF [S],7239,,0.59,0.61,-0.020,-3.28,26055,70,0.585,0.59,688,0.61,0.58,7239
175,RESINTC [S],7232,,0.86,0.91,-0.050,-5.49,25706,185,0.86,0.875,80,0.9,0.855,7232
176,SUNWAY [S],5211,s,1.75,1.72,+0.030,+1.74,25651,38,1.75,1.77,491,1.78,1.71,5211
177,ALAM [S],5115,,0.035,0.035,-,-,25525,41868,0.035,0.04,57015,0.04,0.035,5115
178,ANZO [S],9342,,0.045,0.045,-,-,25350,78179,0.04,0.045,21506,0.045,0.04,9342
179,MIECO [S],5001,,0.56,0.57,-0.010,-1.75,25103,20,0.56,0.565,1100,0.56,0.55,5001
180,KOMARK-WC [S],7017WC,,0.045,0.04,+0.005,+12.50,24979,12039,0.04,0.045,21402,0.045,0.04,7017WC
181,BENALEC [S],5190,,0.14,0.14,-,-,24833,17701,0.135,0.14,454,0.145,0.135,5190
182,VIZIONE [S],7070,,0.105,0.1,+0.005,+5.00,24485,2500,0.1,0.105,11990,0.105,0.095,7070
183,SNC [S],7943,,0.54,0.575,-0.035,-6.09,24474,461,0.535,0.54,711,0.575,0.525,7943
184,CMSB [S],2852,s,1.28,1.28,-,-,24454,1364,1.27,1.28,1301,1.28,1.26,2852
185,BARAKAH [S],7251,,0.095,0.095,-,-,24279,22430,0.09,0.095,17665,0.1,0.09,7251
186,ASTRO,6399,s,0.99,0.995,-0.005,-0.50,23910,50,0.99,0.995,6021,0.995,0.98,6399
187,REACH,5256,,0.07,0.07,-,-,23305,70580,0.065,0.07,7100,0.075,0.07,5256
188,HLCAP,5274,s,7.26,7.25,+0.010,+0.14,23221,11,7.24,7.26,1,7.26,7.2,5274
189,HBGLOB,5187,,0.2,0.205,-0.005,-2.44,23107,14545,0.195,0.2,33829,0.205,0.195,5187
190,UEMS [S],5148,s,0.34,0.33,+0.010,+3.03,22692,523,0.34,0.345,2169,0.34,0.33,5148
191,JETSON [S],9083,,0.22,0.225,-0.005,-2.22,22673,440,0.215,0.22,2396,0.225,0.215,9083
192,KGB [S],151,s,1.67,1.66,+0.010,+0.60,22622,167,1.67,1.68,503,1.7,1.63,151
193,THETA [S],9075,,0.75,0.765,-0.015,-1.96,22305,289,0.745,0.75,170,0.775,0.73,9075
194,SALUTE [S],183,,0.53,0.525,+0.005,+0.95,22302,810,0.525,0.53,618,0.545,0.51,183
195,PANTECH [S],5125,,0.605,0.595,+0.010,+1.68,21866,696,0.605,0.61,150,0.615,0.59,5125
196,MAYBULK,5077,s,0.545,0.56,-0.015,-2.68,21655,3526,0.545,0.55,973,0.57,0.54,5077
197,INNATURE [S],5295,,0.68,0.675,+0.005,+0.74,21072,514,0.675,0.685,4,0.72,0.68,5295
198,GAMUDA [S],5398,s,2.88,2.9,-0.020,-0.69,21030,432,2.88,2.9,10,2.91,2.87,5398
199,TAKAFUL [S],6139,s,3.74,3.74,-,-,20866,1070,3.74,3.77,200,3.79,3.73,6139
200,TM [S],4863,s,5.27,5.28,-0.010,-0.19,20862,462,5.27,5.28,100,5.3,5.24,4863
201,COASTAL,5071,,1.79,1.84,-0.050,-2.72,20832,120,1.79,1.8,402,1.9,1.77,5071
202,ECONBHD [S],5253,s,0.335,0.34,-0.005,-1.47,20788,464,0.335,0.34,2594,0.345,0.33,5253
203,YTLPOWR,6742,s,0.64,0.64,-,-,20573,142,0.64,0.645,643,0.655,0.635,6742
204,KPOWER [S],7130,,0.425,0.42,+0.005,+1.19,20382,5158,0.425,0.43,887,0.43,0.42,7130
205,CAELY [S],7154,,0.37,0.37,-,-,20314,5475,0.365,0.37,750,0.375,0.355,7154
206,MMSV [S],0113,,1.0,1.01,-0.010,-0.99,20049,287,1.0,1.01,275,1.02,0.975,0113
207,JIANKUN [S],8923,,0.26,0.275,-0.015,-5.45,19946,200,0.255,0.26,439,0.285,0.25,8923
208,SKPRES [S],7155,s,1.69,1.72,-0.030,-1.74,19872,349,1.67,1.7,540,1.73,1.66,7155
209,JCY [S],5161,s,0.33,0.325,+0.005,+1.54,19305,479,0.325,0.33,3314,0.33,0.325,5161
210,SIMEPROP [S],5288,s,0.615,0.63,-0.015,-2.38,19268,9706,0.615,0.62,500,0.625,0.615,5288
211,KGB-WB [S],0151WB,,0.765,0.765,-,-,19260,220,0.765,0.77,42,0.77,0.75,0151WB
212,ADVENTA [S],7191,,1.02,1.07,-0.050,-4.67,19224,1245,1.02,1.03,520,1.07,1.01,7191
213,DPHARMA [S],7148,s,1.64,1.64,-,-,19199,32,1.61,1.64,150,1.65,1.6,7148
214,ASTINO [S],7162,,0.68,0.695,-0.015,-2.16,19101,335,0.68,0.685,100,0.715,0.68,7162
215,ACME-WA [S],7131WA,,0.1,0.105,-0.005,-4.76,18982,2572,0.095,0.1,468,0.11,0.09,7131WA
216,AEM [S],7146,,0.045,0.045,-,-,18584,54816,0.04,0.045,92986,0.045,0.04,7146
217,FAJAR-WC [S],7047WC,,0.12,0.115,+0.005,+4.35,18509,891,0.12,0.125,9932,0.12,0.11,7047WC
218,MFLOUR [S],3662,s,0.64,0.655,-0.015,-2.29,18000,378,0.635,0.64,348,0.655,0.63,3662
219,VELESTO-WA [S],5243WA,,0.045,0.055,-0.010,-18.18,17873,92977,0.045,0.05,13748,0.055,0.045,5243WA
220,LAYHONG [S],9385,,0.26,0.27,-0.010,-3.70,17631,476,0.26,0.265,3088,0.275,0.26,9385
221,DOLPHIN [S],5265,,0.08,0.085,-0.005,-5.88,17211,148638,0.075,0.08,3014,0.085,0.08,5265
222,AEM-WB [S],7146WB,,0.015,0.02,-0.005,-25.00,17146,196076,0.01,0.015,7954,0.015,0.015,7146WB
223,GLOTEC [S],5220,,0.555,0.56,-0.005,-0.89,16919,704,0.55,0.555,37,0.565,0.545,5220
224,EG [S],8907,,0.585,0.605,-0.020,-3.31,16871,93,0.585,0.59,184,0.615,0.585,8907
225,SIMEPLT [S],5285,s,4.03,4.02,+0.010,+0.25,16806,100,4.02,4.03,558,4.04,3.95,5285
226,MALAKOF [S],5264,s,0.74,0.745,-0.005,-0.67,16795,743,0.74,0.745,331,0.755,0.74,5264
227,DIGISTA,0029,,0.065,0.065,-,-,16735,70479,0.06,0.065,11364,0.07,0.06,0029
228,DPS [S],7198,,0.105,0.105,-,-,16728,72002,0.1,0.105,10252,0.105,0.105,7198
229,SNC-WB [S],7943WB,,0.095,0.105,-0.010,-9.52,16714,19461,0.095,0.1,892,0.1,0.095,7943WB
230,CENSOF [S],5195,,0.335,0.345,-0.010,-2.90,16424,176,0.335,0.34,3459,0.34,0.33,5195
231,COMPUGT [S],5037,,0.015,0.02,-0.005,-25.00,15744,360888,0.015,0.02,337033,0.02,0.015,5037
232,AAX [S],5238,,0.06,0.065,-0.005,-7.69,15692,261354,0.06,0.065,76839,0.065,0.06,5238
233,NGGB [S],7241,,0.985,1.0,-0.015,-1.50,15472,1204,0.985,0.995,333,1.02,0.985,7241
234,MYTECH,7692,,0.875,0.905,-0.030,-3.31,15399,20,0.865,0.875,365,0.915,0.865,7692
235,3A [S],0012,,1.05,1.06,-0.010,-0.94,15339,1876,1.03,1.05,1206,1.06,1.03,0012
236,SAMCHEM,5147,,0.88,0.905,-0.025,-2.76,15339,1102,0.875,0.88,248,0.905,0.88,5147
