No,Name,Code,REM,Last Done,LACP,CHG,%CHG,Vol ('00),BUY Vol ('00),BUY,SELL,SELL Vol ('00),HIGH,LOW,stock_id
855,PRTASCO-WA [S],5070WA,,0.03,0.035,-0.005,-14.29,16,3232,0.03,0.035,30,0.03,0.03,5070WA
856,PERSTIM [S],5436,,3.95,3.95,-,-,15,14,3.92,3.97,10,3.97,3.95,5436
857,UPA [S],7757,,2.3,2.29,+0.010,+0.44,14,10,2.28,2.32,75,2.34,2.3,7757
858,MALTON [S],6181,,0.505,0.505,-,-,12,100,0.5,0.505,1198,0.505,0.505,6181
859,BOXPAK,6297,,1.2,1.27,-0.070,-5.51,10,70,1.2,1.25,20,1.2,1.2,6297
860,FIMACOR [S],3107,,1.86,1.88,-0.020,-1.06,10,70,1.87,1.89,150,1.86,1.86,3107
861,LIENHOE,3573,,0.380,0.35,+0.030,+8.57,10,100,0.360,0.38,100,0.380,0.380,3573
862,HIL-WB [S],8443WB,,0.335,0.26,+0.075,+28.85,9,132,0.280,0.335,199,0.335,0.265,8443WB
863,THRIVEN [S],7889,,0.160,0.15,+0.010,+6.67,7,3000,0.150,0.16,773,0.160,0.160,7889
864,FCW,2755,,1.040,1.04,-,-,6,194,1.040,1.2,20,1.040,1.040,2755
865,AZRB-WA [S],7078WA,,0.110,0.085,+0.025,+29.41,5,100,0.090,0.11,2428,0.110,0.110,7078WA
866,BCB [S],6602,,0.250,0.25,-,-,5,305,0.250,0.26,224,0.250,0.250,6602
867,KLUANG,2453,,4.000,3.98,+0.020,+0.50,3,30,3.970,4.09,13,4.000,4.000,2453
868,KMLOONG-WB [S],5027WB,,0.420,0.38,+0.040,+10.53,3,400,0.380,0.42,27,0.420,0.420,5027WB
869,PMCORP,4081,,0.125,0.125,-,-,1,3230,0.115,0.125,959,0.125,0.125,4081
870,SAB [S],5134,,3.900,3.99,-0.090,-2.26,1,10,3.950,4.0,10,3.900,3.900,5134
871,SPRITZER [S],7103,,2.020,2.03,-0.010,-0.49,1,20,2.030,2.1,64,2.020,2.020,7103
872,AFUJIYA [S],5198,,-,0.405,-,-,-,5,0.370,0.4,330,-,-,5198
873,ALAM-WA [S],5115WA,,-,0.005,-,-,-,-,-,0.005,450053,-,-,5115WA
874,ALSREIT [S],5269,,-,0.49,-,-,-,210,0.490,0.505,200,-,-,5269
875,ANNJOO-PA,6556PA,,-,0.7,-,-,-,150,0.460,0.885,87,-,-,6556PA
876,APEX,5088,,-,1.02,-,-,-,70,1.000,1.08,70,-,-,5088
877,APOLLO [S],6432,,-,3.65,-,-,-,10,3.650,3.69,62,-,-,6432
878,ASIABRN [S],7722,,-,0.505,-,-,-,200,0.475,0.525,19,-,-,7722
879,ATTA-PA,7099PA,,-,0.065,-,-,-,818,0.040,0.065,198,-,-,7099PA
880,ATTA-WC [S],7099WC,,-,0.2,-,-,-,100,0.125,0.2,50,-,-,7099WC
881,AYER [S],2305,,-,5.45,-,-,-,50,5.450,5.620,2,-,-,2305
882,BHIC [S],8133,,-,0.49,-,-,-,10,0.455,0.495,5,-,-,8133
883,BIPORT [S],5032,,-,4.93,-,-,-,1,4.930,4.970,111,-,-,5032
884,BLDPLNT [S],5069,,-,9.01,-,-,-,120,9.010,9.300,15,-,-,5069
885,BORNOIL-WD [S],7036WD,,-,0.02,-,-,-,38200,0.015,0.020,43254,-,-,7036WD
886,BOXPAK-WA,6297WA,,-,0.16,-,-,-,77,0.010,0.120,22,-,-,6297WA
887,BTM-WB [S],7188WB,,-,0.12,-,-,-,200,0.095,0.130,314,-,-,7188WB
888,CAP,5229,S,-,0.01,-,-,-,-,-,-,-,-,-,5229
889,CCK-WA [S],7035WA,,-,0.065,-,-,-,2162,0.060,0.065,4603,-,-,7035WA
890,CEPCO [S],8435,,-,0.955,-,-,-,50,0.805,0.900,23,-,-,8435
891,COMCORP,7195,S,-,0.09,-,-,-,-,-,-,-,-,-,7195
892,CRESNDO [S],6718,,-,1.22,-,-,-,150,1.190,1.230,100,-,-,6718
893,CVIEW [S],5049,,-,0.96,-,-,-,50,0.970,1.140,49,-,-,5049
894,DFCITY [S],5165,,-,0.475,-,-,-,100,0.430,0.475,50,-,-,5165
895,DKLS [S],7528,,-,1.75,-,-,-,20,1.630,1.650,30,-,-,7528
896,DYNACIA-WA [S],5178WA,,-,0.06,-,-,-,2775,0.055,0.065,9025,-,-,5178WA
897,EG-PA,8907PA,,-,0.585,-,-,-,100,0.545,0.630,100,-,-,8907PA
898,ENGKAH [S],7149,,-,0.545,-,-,-,30,0.530,0.590,20,-,-,7149
899,ENGKAH-WB [S],7149WB,,-,0.135,-,-,-,326,0.105,0.150,5,-,-,7149WB
900,FARLIM [S],6041,,-,0.26,-,-,-,40,0.250,0.260,40,-,-,6041
901,FIBON,0149,,-,0.42,-,-,-,100,0.39,0.420,495,-,-,0149
902,FIHB-PA [S],8605PA,,-,0.13,-,-,-,5000,0.07,0.130,6298,-,-,8605PA
903,FIHB-PB [S],8605PB,,-,0.105,-,-,-,4983,0.105,-,-,-,-,8605PB
904,G3-WA [S],7184WA,,-,0.3,-,-,-,500,0.02,-,-,-,-,7184WA
905,GLBHD [S],7382,,-,0.42,-,-,-,35,0.435,0.445,65,-,-,7382
906,HARNLEN-WB [S],7501WB,,-,0.28,-,-,-,914,0.26,0.280,248,-,-,7501WB
907,HCK-WA [S],7105WA,,-,1.12,-,-,-,400,1.1,1.250,16,-,-,7105WA
908,HIBISCS-PA [S],5199PA,,-,1.77,-,-,-,96,1.67,-,-,-,-,5199PA
909,HONGSENG-WA [S],0041WA,,-,2.46,-,-,-,20,2.46,2.600,20,-,-,0041WA
910,HUMEIND,5000,s,-,1.1,-,-,-,100,1.09,1.120,200,-,-,5000
911,IBHD-PA,4251PA,,-,0.3,-,-,-,1000,0.3,0.310,730,-,-,4251PA
912,ICON-WA [S],5255WA,,-,0.055,-,-,-,6505,0.055,0.060,4108,-,-,5255WA
913,IGBB-PB,5606PB,,-,2.3,-,-,-,200,1.93,2.900,210,-,-,5606PB
914,ILB [S],5614,,-,0.37,-,-,-,339,0.37,0.420,925,-,-,5614
915,INSAS-PB,3379PB,,-,0.945,-,-,-,1700,0.94,0.950,100,-,-,3379PB
916,JAKS-WB [S],4723WB,,-,0.245,-,-,-,100,0.22,0.245,400,-,-,4723WB
917,JASKITA,8648,,-,0.11,-,-,-,500,0.1,0.115,703,-,-,8648
918,JCBNEXT,0058,,-,1.4,-,-,-,50,1.36,1.410,466,-,-,0058
919,JOHAN-WB,3441WB,,-,0.03,-,-,-,7900,0.025,0.030,37330,-,-,3441WB
920,KHEESAN,6203,,-,0.135,-,-,-,370,0.13,0.135,751,-,-,6203
921,KNUSFOR [S],5035,,-,0.59,-,-,-,50,0.605,0.675,110,-,-,5035
922,KOTRA [S],0002,,-,3.17,-,-,-,8,3.150,3.180,122,-,-,0002
923,KUCHAI,2186,,-,1.87,-,-,-,10,1.750,1.820,15,-,-,2186
924,LAGENDA-WB [S],7179WB,S,-,0.025,-,-,-,-,-,-,-,-,-,7179WB
925,LEBTECH [S],9628,,-,0.9,-,-,-,50,0.880,1.130,10,-,-,9628
926,LIONPSIM [S],8486,,-,0.575,-,-,-,30,0.530,0.575,73,-,-,8486
927,LYSAGHT [S],9199,,-,1.9,-,-,-,3,1.900,1.960,10,-,-,9199
928,MAGNA [S],7617,,-,0.425,-,-,-,100,0.370,0.435,50,-,-,7617
929,MANULFE,1058,,-,2.33,-,-,-,20,2.300,2.330,57,-,-,1058
930,MELATI [S],5129,,-,0.58,-,-,-,80,0.545,0.580,30,-,-,5129
931,MERCURY [S],8192,,-,1.02,-,-,-,30,0.900,1.020,86,-,-,8192
932,METROD,6149,,-,1.38,-,-,-,50,1.300,1.400,142,-,-,6149
933,MITRA [S],9571,,-,0.255,-,-,-,8184,0.245,0.250,100,-,-,9571
934,MITRA-WE [S],9571WE,,-,0.03,-,-,-,5250,0.035,0.055,2511,-,-,9571WE
935,MUDAJYA-WA,5085WA,,-,0.06,-,-,-,400,0.060,0.070,2000,-,-,5085WA
936,MYCRON-WA [S],5087WA,,-,0.25,-,-,-,50,0.130,0.250,35,-,-,5087WA
937,NICE-WB [S],7139WB,,-,0.12,-,-,-,500,0.105,0.130,100,-,-,7139WB
938,NPC [S],5047,,-,1.88,-,-,-,3,1.880,1.900,8,-,-,5047
939,NSOP,2038,,-,3.23,-,-,-,10,3.110,3.240,52,-,-,2038
940,OCR-WD [S],7071WD,,-,0.005,-,-,-,-,-,0.005,30351,-,-,7071WD
941,OMESTI-WC [S],9008WC,,-,0.095,-,-,-,532,0.095,0.110,285,-,-,9008WC
942,OWG-WB [S],5260WB,,-,0.26,-,-,-,200,0.230,0.260,100,-,-,5260WB
943,PANSAR-PA,8419PA,,-,0.425,-,-,-,20,0.425,0.455,600,-,-,8419PA
944,PARAMON-WA [S],1724WA,,-,0.08,-,-,-,500,0.070,0.080,1964,-,-,1724WA
945,PASDEC-WA [S],6912WA,,-,0.04,-,-,-,144,0.040,0.055,100,-,-,6912WA
946,PERDANA-PA,7108PA,,-,0.105,-,-,-,300,0.105,0.130,300,-,-,7108PA
947,PHB-WB [S],4464WB,,-,0.005,-,-,-,-,-,0.005,1524350,-,-,4464WB
948,PJBUMI-WA [S],7163WA,,-,0.12,-,-,-,50,0.115,0.175,81,-,-,7163WA
949,PLB [S],7055,,-,1.18,-,-,-,20,1.060,1.160,12,-,-,7055
950,PLENITU [S],5075,,-,1.06,-,-,-,110,1.030,1.050,60,-,-,5075
951,QUALITY [S],7544,,-,1.31,-,-,-,7,1.180,1.300,40,-,-,7544
952,RALCO [S],7498,,-,0.915,-,-,-,20,0.915,0.970,100,-,-,7498
953,REACH-WA,5256WA,,-,0.005,-,-,-,-,-,0.005,243659,-,-,5256WA
954,RSENA,5270,S,-,0.505,-,-,-,-,-,-,-,-,-,5270
955,SAPRES [S],4596,,-,0.365,-,-,-,102,0.360,0.400,49,-,-,4596
956,SBAGAN,2569,,-,3.13,-,-,-,16,3.150,3.360,44,-,-,2569
957,SBCCORP [S],5207,,-,0.395,-,-,-,708,0.385,0.395,15,-,-,5207
958,SCIB [S],9237,S,-,0.205,-,-,-,-,-,-,-,-,-,9237
959,SCIB-WB [S],9237WB,S,-,0.075,-,-,-,-,-,-,-,-,-,9237WB
960,SCIPACK-WB [S],8125WB,,-,0.27,-,-,-,100,0.040,0.270,177,-,-,8125WB
961,SDRED [S],2224,,-,0.555,-,-,-,2000,0.545,0.595,100,-,-,2224
962,SERBADK [S],5279,S s,-,0.35,-,-,-,-,-,-,-,-,-,5279
963,SERBADK-WA [S],5279WA,S,-,0.07,-,-,-,-,-,-,-,-,-,5279WA
964,SHL [S],6017,,-,1.98,-,-,-,20,1.910,2.020,20,-,-,6017
965,SNTORIA-WB,5213WB,,-,0.05,-,-,-,358,0.040,0.080,3000,-,-,5213WB
966,SUMATEC [S],1201,S,-,0.005,-,-,-,-,-,-,-,-,-,1201
967,SWSCAP-WB [S],7186WB,,-,0.065,-,-,-,1300,0.055,0.065,4770,-,-,7186WB
968,TAWIN-PA,7097PA,,-,0.1,-,-,-,250,0.095,0.120,1607,-,-,7097PA
969,TECGUAN,7439,,-,1.23,-,-,-,40,1.230,1.270,5,-,-,7439
970,THHEAVY [S],7206,S,-,0.01,-,-,-,-,-,-,-,-,-,7206
971,TITIJYA-PA [S],5239PA,,-,0.025,-,-,-,6340,0.025,0.030,16476,-,-,5239PA
972,TPC [S],7176,,-,0.19,-,-,-,90,0.190,0.205,18,-,-,7176
973,TURBO,5167,,-,0.76,-,-,-,30,0.755,0.790,10,-,-,5167
974,UMS [S],7137,,-,2.07,-,-,-,50,2.080,2.120,10,-,-,7137
975,VIZIONE-WC [S],7070WC,,-,0.005,-,-,-,-,-,0.005,55850,-,-,7070WC
976,WANGZNG [S],7203,,-,0.825,-,-,-,20,0.785,0.820,132,-,-,7203
977,WARISAN [S],5016,,-,1.35,-,-,-,275,1.280,1.360,2,-,-,5016
978,WCEHB-WF,3565WF,,-,0.185,-,-,-,100,0.180,0.185,350,-,-,3565WF
979,WEGMANS-WA [S],0197WA,S,-,0.005,-,-,-,-,-,-,-,-,-,0197WA
980,WZSATU-WB [S],7245WB,,-,0.115,-,-,-,2122,0.115,0.125,430,-,-,7245WB
981,XDL-WD,5156WD,S,-,0.005,-,-,-,-,-,-,-,-,-,5156WD
982,YOCB [S],5159,,-,1.05,-,-,-,96,1.000,1.040,624,-,-,5159
983,YONGTAI-PA [S],7066PA,,-,0.105,-,-,-,3300,0.110,0.130,194,-,-,7066PA
